"x","y"
12.7636111111111,585
2.73472222222222,48
0.698055555555556,27
7.78944444444444,69
19.6747222222222,885
8.15055555555556,85
8.23277777777778,95
7.82083333333333,70
7.86666666666667,71
7.1825,58
7.20888888888889,59
7.34833333333333,64
7.50527777777778,65
7.50833333333333,65
7.52416666666667,67
0.236944444444444,4
13.8380555555556,639
